"uid","mid","retweeted_status_mid","retweeted_uid","source","image","text","geo","created_at","deleted_last_seen","permission_denied","week","leng","deleteddateclean","diffindays","treat","created","textfactor","strata","weights","tendaybcensor","tendaybexist","tendaybpost","fivedaybcensor","fivedaybexist","fivedaybpost","tendayacensor","tendayaexist","tendayapost","fivedayacensor","fivedayaexist","fivedayapost","postratebefore","censoredratebefore","existratebefore","postrateafter","censoredrateafter","existrateafter","province","gender","verified","datefactor","censored"
"uB4HJTW3M","mNpzZ8IT4H","mNTZOxvy1q","uFAYBSPT","新浪微博","0","不管他的后台多硬，全国人民是不会答应的，也不就罢休的","","2012-12-30 21:27:14","2012-12-31 07:02:05.258546","True",52,26,"2012-12-31 07:02:05",0.399201388888889,1,"2012-12-30","不管他的后台多硬，全国人民是不会答应的，也不就罢休的",207,1,0.0323076923076923,0.94,650,0.036144578313253,0.933734939759036,332,NA,NA,0,NA,NA,0,1536,0.037109375,0.929036458333333,0,NA,NA,43,"m",FALSE,"2012-12-30",1
"uB4HPJXTL","m2gmIq3bzj","","","新浪微博","1","睡睡白面膜帖——光甘草定+熊果苷+原花青素，天然植物美白~~用后的感受：1、睡一觉就变白，效果很明显；2、精华非常多，但是丝毫不油腻；3、毛孔细致莹润，肌肤非常白皙、光泽！详细介绍戳这里：【】","","2012-12-05 12:04:33","","",49,96,"",NA,0,"2012-12-05","睡睡白面膜帖——光甘草定+熊果苷+原花青素，天然植物美白~~用后的感受：1、睡一觉就变白，效果很明显；2、精华非常多，但是丝毫不油腻；3、毛孔细致莹润，肌肤非常白皙、光泽！详细介绍戳这里：【】",492,1.5625,0,1,205,0,1,89,0,1,121,0,1,44,3064,0,1,261,0,1,100,"f",FALSE,"2012-12-05",0
"uB5F0XRUI","mEjZOdMPXa","mc9Ear74Iv","","新浪微博","0","【微无语】广告牌上的北京精神，顿时黯然失色……","","2012-07-19 21:25:58","2012-07-20 19:33:52.412277","True",29,23,"2012-07-20 19:33:52",0.922152777777778,1,"2012-07-19","【微无语】广告牌上的北京精神，顿时黯然失色……",4133,1,0,0.910994764397906,191,0,1,62,0,0.994219653179191,173,0,0.986301369863014,73,3075,0.00422764227642276,0.844552845528455,1720,0.022093023255814,0.591279069767442,33,"m",FALSE,"2012-07-19",1
"uB5N4FWW3","mkGIbGdaqG","","","新浪微博手机版","0","改变命运的三种方法：读书，坐头等舱，唱民歌。","","2012-11-15 12:32:44","","",46,22,"",NA,0,"2012-11-15","改变命运的三种方法：读书，坐头等舱，唱民歌。",4675,1.5625,0,1,21,0,1,21,0,1,68,0,1,22,3165,0,1,290,0,1,400,"m",FALSE,"2012-11-15",0
"uBIB4IY2L","mTSnJVMtvc","","","新浪微博","1","改革开放后，他做过两届总理，一任总书记，7年前的今天辞世。当年，有一挽联：青史留名人心自在小朝廷何足道哉，难为汉相宁做楚囚大丈夫无所谓了。","","2012-01-17 23:05:34","","",3,69,"",NA,0,"2012-01-17","改革开放后，他做过两届总理，一任总书记，7年前的今天辞世。当年，有一挽联：青史留名人心自在小朝廷何足道哉，难为汉相宁做楚囚大丈夫无所谓了。",4678,1.5625,0,1,358,0,1,214,0,1,285,0,1,204,585,0,1,5338,0.000374672161858374,0.93312101910828,11,"f",TRUE,"2012-01-17",0
"uBIBFWJQL","m7K9zTjSIR","mjBCGTaxqT","uVGJJ1DB0","iPhone客户端","0","代表们，和你们说实话。这条如果通过了，你们自己麻烦大。异地监视居住实质是双规合法化和扩大化。双规仅针对党员，异地监视居住针对国民。表面上只针对本地无居所的人，实际上朝阳区公安可以将我关进黑牢，因为我居所在海淀！","","2012-03-08 18:58:30","2012-03-10 14:22:27.256008","True",10,105,"2012-03-10 14:22:27",1.80829861111111,1,"2012-03-08","代表们，和你们说实话。这条如果通过了，你们自己麻烦大。异地监视居住实质是双规合法化和扩大化。双规仅针对党员，异地监视居住针对国民。表面上只针对本地无居所的人，实际上朝阳区公安可以将我关进黑牢，因为我居所在海淀！",2446,1,0,0.987096774193548,155,0,0.947368421052632,38,0,1,55,0,1,37,795,0,0.99748427672956,1845,0.0021680216802168,0.843360433604336,11,"m",TRUE,"2012-03-08",1
"uBIBPG1J3","mu9tsoYtsX","","","iPhone客户端","1","【驾驶证新规】2013年1月1日施行：1、闯红灯，记6分，罚100元。2、酒驾，5年内不得再考取驾照。3、不系安全带，记3分，罚100元。4、副驾不系安全带，记1分，罚50元。5、行驶途中拨打手机，记3分，罚100元。6、行驶途中抽烟，记1分，罚100元。7、有意遮挡号牌，记12分，顶额处罚。8、超速驾驶，记6分。","","2012-10-14 09:30:25","","True",41,158,"",NA,1,"2012-10-14","【驾驶证新规】2013年1月1日施行：1、闯红灯，记6分，罚100元。2、酒驾，5年内不得再考取驾照。3、不系安全带，记3分，罚100元。4、副驾不系安全带，记1分，罚50元。5、行驶途中拨打手机，记3分，罚100元。6、行驶途中抽烟，记1分，罚100元。7、有意遮挡号牌，记12分，顶额处罚。8、超速驾驶，记6分。",2050,1,0,0.733050847457627,236,0,0.590277777777778,144,0,0.306010928961749,183,0,0.320388349514563,103,8508,0.000235072872590503,0.858368594264222,1740,0,0.379885057471264,31,"m",TRUE,"2012-10-14",1
"uBKZRMICC","muy33Hfqkn","mxAtzNBfDz","uR1WBBF0O","新浪微博","0","【跨省毁报，是对中国新闻界的肆意践踏】几十万份报纸被废印厂，监督公权的新闻调查遭遇封杀。请全中国70万新闻记者一起呼吁，此风不可长！否则无新闻！","","2012-10-09 15:44:21","","",41,72,"",NA,0,"2012-10-09","【跨省毁报，是对中国新闻界的肆意践踏】几十万份报纸被废印厂，监督公权的新闻调查遭遇封杀。请全中国70万新闻记者一起呼吁，此风不可长！否则无新闻！",1289,1.5625,0,0.0277777777777778,36,0,0,13,0.027027027027027,0,37,0,0,18,1022,0.00293542074363992,0.679060665362035,246,0.0203252032520325,0.414634146341463,44,"m",TRUE,"2012-10-09",0
"uCBT31UMS","mqePdrLZ2B","mvRZdKU4TE","uAHFPSHS2","360安全浏览器","0","哈哈，雷某些人。再转！这张照片说明了是哪部分再害怕网络。网络","","2012-12-22 11:45:02","","",51,30,"",NA,0,"2012-12-22","哈哈，雷某些人。再转！这张照片说明了是哪部分再害怕网络。网络",3281,1.5625,0.018887722980063,0.943336831059811,953,0.0079155672823219,0.944591029023747,379,0.0218579234972678,0.972677595628415,732,0.0255754475703325,0.969309462915601,391,971,0.0185375901132853,0.944387229660144,732,0.0218579234972678,0.972677595628415,14,"m",FALSE,"2012-12-22",0
"uCBT31UMS","mdZ5q8G9Er","m6ENTyrzkI","uKPJPHF5V","360安全浏览器","0","如果今日的那个最高只要穿上，带上，就足够了。","","2012-12-17 08:25:28","2012-12-17 10:28:41.829173","True",51,22,"2012-12-17 10:28:41",0.0855671296296296,1,"2012-12-17","如果今日的那个最高只要穿上，带上，就足够了。",3740,1,0.0271966527196653,0.95397489539749,478,0.0271966527196653,0.95397489539749,478,0.0171821305841924,0.95418098510882,873,0.0079155672823219,0.944591029023747,379,496,0.0262096774193548,0.955645161290323,1214,0.0172981878088962,0.960461285008237,14,"m",FALSE,"2012-12-17",1
"uCBT5X5P1","mQFi7Tiq5l","mQFi7Sd2lp","u5KYRTTZJ","新浪微博","0","回复这个还能有假的？不但是外国人、中国的有少知识分子也呼吁了@贺卫方、@北京崔卫平、许志勇…真的？？","","2012-12-06 19:40:59","","",49,50,"",NA,0,"2012-12-06","回复这个还能有假的？不但是外国人、中国的有少知识分子也呼吁了@贺卫方、@北京崔卫平、许志勇…真的？？",3374,1.5625,0.0238095238095238,0.988095238095238,84,0.0238095238095238,0.988095238095238,84,0.03125,0.921875,256,0.0446927374301676,0.893854748603352,179,97,0.0206185567010309,0.989690721649485,256,0.03125,0.921875,14,"m",FALSE,"2012-12-06",0
"uDG0SV2AT","mTSR2NkvAt","","","新浪微博","1","【东方洪】金庸的最后两部小说《笑傲江湖》和《鹿鼎记》写于1967——1969年文革期间。其中两位邪教头目：东方不败和洪安通━━“东方洪”。东方不败夺得大权，无心处理教务，任由部下杨莲亭胡作非为，不予理睬。洪安通杀人不眨眼，与雅克萨的沙俄军官勾结,喜听奉承，参见他祝他“仙福永享，寿与天齐”","","2012-05-23 15:08:56","","",21,144,"",NA,0,"2012-05-23","【东方洪】金庸的最后两部小说《笑傲江湖》和《鹿鼎记》写于1967——1969年文革期间。其中两位邪教头目：东方不败和洪安通━━“东方洪”。东方不败夺得大权，无心处理教务，任由部下杨莲亭胡作非为，不予理睬。洪安通杀人不眨眼，与雅克萨的沙俄军官勾结,喜听奉承，参见他祝他“仙福永享，寿与天齐”",712,1.5625,0,1,30,0,1,18,0,1,5,0,1,2,87,0,1,25,0,1,400,"m",FALSE,"2012-05-23",0
"uDGURJQFB","mCVfLto9bx","","","新浪微博","1","香港举行反贪大游行，民众高喊“反贪污，抓特首”！","","2012-02-27 11:52:49","","True",9,24,"",NA,1,"2012-02-27","香港举行反贪大游行，民众高喊“反贪污，抓特首”！",2016,1,0,1,269,0,1,108,0,1,223,0,1,102,1702,0,1,6732,0.0047534165181224,0.907902554961379,11,"f",FALSE,"2012-02-27",1
"uDSGJCCE","mevEApEods","m7MJhNjdfqI","uLUCBVFGW","iPhone客户端","0","难怪社会无诚信。实事求是，但有事改画。","","2012-04-30 21:56:16","2012-05-01 17:38:01.530913","True",18,19,"2012-05-01 17:38:01",0.820659722222222,1,"2012-04-30","难怪社会无诚信。实事求是，但有事改画。",1936,1,0,0.965909090909091,176,0,0.948717948717949,117,0.0072202166064982,0.985559566787004,277,0.0125,0.975,160,1796,0,0.996659242761693,3293,0.00759186152444579,0.806255693896143,11,"m",TRUE,"2012-04-30",1
"uDSKY12K","mAMit2xRFF","mNpz0ri53Q","uZDQIHPBS","360安全浏览器","0","【已有70多人签名】张思之@贺卫方@何兵@叶匡政徐友渔等……","","2012-12-27 11:58:12","","True",52,30,"",NA,1,"2012-12-27","【已有70多人签名】张思之@贺卫方@何兵@叶匡政徐友渔等……",3975,1,0.027906976744186,0.813953488372093,215,0.0272108843537415,0.782312925170068,147,0.0131578947368421,0.671052631578947,76,0.0131578947368421,0.671052631578947,76,14502,0.00489587643083713,0.946352227278996,76,0.0131578947368421,0.671052631578947,44,"m",TRUE,"2012-12-27",1
"uDSKY12K","mU5NxC7mu7","mkGXF0pOeJ","","新浪微博","0","领导人看见自己的名字被写成这样，作何感想？","","2012-08-23 12:09:40","","",34,21,"",NA,0,"2012-08-23","领导人看见自己的名字被写成这样，作何感想？",1998,1.5625,0,1,624,0,1,186,0.00130548302872063,0.996083550913838,766,0,0.993846153846154,325,8933,0.00156722265756185,0.979961938878316,5580,0.010573476702509,0.884587813620072,44,"m",TRUE,"2012-08-23",0
"uDZPXBBI3","mu9cFsODWA","mcXQWrpDyI","uMMSC4MV5","新浪微博","0","我只知道公租房都会通轻轨，这在别处还有么","","2012-12-24 22:28:00","","True",52,20,"",NA,1,"2012-12-24","我只知道公租房都会通轻轨，这在别处还有么",4349,1,0.0113122171945701,0.8710407239819,442,0.0134228187919463,0.825503355704698,149,0.0173913043478261,0.869565217391304,115,0.0178571428571429,0.866071428571429,112,1011,0.0217606330365974,0.859545004945598,115,0.0173913043478261,0.869565217391304,33,"m",FALSE,"2012-12-24",1
"uDZTBJXLR","mkbHvW1NSx","m60fMWRPJH","uONPE0HTL","iPhone客户端","0","绝世好文，求强转，求收藏转发微博","","2012-12-30 13:43:37","2012-12-31 11:33:02.850474","True",52,16,"2012-12-31 11:33:02",0.90931712962963,1,"2012-12-30","绝世好文，求强转，求收藏转发微博",663,1,0.0719424460431655,0.823741007194245,278,0.0601503759398496,0.842105263157895,133,NA,NA,0,NA,NA,0,322,0.0652173913043478,0.767080745341615,0,NA,NA,400,"f",FALSE,"2012-12-30",1
"uDZTTXCYT","m6ELcfdxwF","mJK8qkj6IC","uKPJPHF5V","iPhone客户端","0","为人民服务的，人民都不会忘记他！军哥，你能感受到吗？这么多爱着你的人，没有忘记你，给你送来了生日的祝福！军哥，珍重、珍重、再珍重！！","","2012-12-26 22:08:13","","",52,66,"",NA,0,"2012-12-26","为人民服务的，人民都不会忘记他！军哥，你能感受到吗？这么多爱着你的人，没有忘记你，给你送来了生日的祝福！军哥，珍重、珍重、再珍重！！",1993,1.5625,0.0292096219931271,0.946735395189003,1164,0.0383141762452107,0.931034482758621,522,0.0495867768595041,0.923553719008264,484,0.0495867768595041,0.923553719008264,484,2935,0.0323679727427598,0.94855195911414,484,0.0495867768595041,0.923553719008264,11,"f",FALSE,"2012-12-26",0
"uEMB1H05F","mGC9gqywVr","","","新浪微博","1","【消息称大连实德董事长徐明遭中纪委调查建行追缴贷款】据财经国家新闻网消息，3月15日晚间，大连实德集团有限公司董事长徐明因涉嫌经济案件被相关部门控制，建行已经开始追缴实德的贷款，并对其全面停贷。大连实德突然遭遇生死一役！","","2012-03-31 10:15:29","","True",13,110,"",NA,1,"2012-03-31","【消息称大连实德董事长徐明遭中纪委调查建行追缴贷款】据财经国家新闻网消息，3月15日晚间，大连实德集团有限公司董事长徐明因涉嫌经济案件被相关部门控制，建行已经开始追缴实德的贷款，并对其全面停贷。大连实德突然遭遇生死一役！",203,1,0,0.976,500,0,0.952755905511811,254,0,0.967078189300412,486,0,1,262,5090,0,0.993713163064833,14810,0.000337609723160027,0.82255232950709,11,"m",TRUE,"2012-03-31",1
"uEMBUAW2W","m0W1ZEgafo","mqeyd8MOSA","uBID0ZO0S","新浪微博","0","党外不让存在反对党，党内好不容易形成改革派，反动派仍然张牙舞爪。控制国资委的那伙人就是权贵利益集团的代言人。国资委其实是官资委，与老百姓毫无关系。60年前宣称要推翻的三座大山，前两座是海市蜃楼，第三座现在长成喜马拉雅山，60年前原本是个小山","","2012-05-17 07:32:06","2012-05-18 18:50:38.563077","True",20,120,"2012-05-18 18:50:38",1.4712037037037,1,"2012-05-17","党外不让存在反对党，党内好不容易形成改革派，反动派仍然张牙舞爪。控制国资委的那伙人就是权贵利益集团的代言人。国资委其实是官资委，与老百姓毫无关系。60年前宣称要推翻的三座大山，前两座是海市蜃楼，第三座现在长成喜马拉雅山，60年前原本是个小山",2663,1,0,0.93984962406015,133,0,0.904761904761905,84,0,1,198,0,1,55,6635,0.00301431801055011,0.984325546345139,4695,0.0161874334398296,0.742705005324814,31,"m",TRUE,"2012-05-17",1
"uEMGNQTFD","m2gYVy6t2W","m60fMWRPJH","uONPE0HTL","新浪微博","0","绝世好文，求强转，求收藏转发微博","","2012-12-30 13:54:13","","",52,16,"",NA,0,"2012-12-30","绝世好文，求强转，求收藏转发微博",663,1.5625,0.104166666666667,0.824404761904762,336,0.137404580152672,0.847328244274809,131,NA,NA,0,NA,NA,0,1004,0.0966135458167331,0.76195219123506,0,NA,NA,50,"m",FALSE,"2012-12-30",0
"uFAUF051","mRswjgZGYK","mdZ5wFuUGR","uVEQAX0VP","新浪微博","0","太感人了一杯薄酒，一份薄礼！值得一看，朋友们，她一定会拨动你的心弦，只要你是一个善良的人，看后，你一定会受到这些自发的普通老百姓的感染而落泪！转","","2012-12-13 10:59:09","2012-12-13 11:23:07.048546","True",50,72,"2012-12-13 11:23:07",0.0166435185185185,1,"2012-12-13","太感人了一杯薄酒，一份薄礼！值得一看，朋友们，她一定会拨动你的心弦，只要你是一个善良的人，看后，你一定会受到这些自发的普通老百姓的感染而落泪！转",3640,1,0.0655737704918033,0.532786885245902,122,0.134615384615385,0.634615384615385,52,0.120192307692308,0.817307692307692,208,0.0987654320987654,0.814814814814815,81,122,0.0655737704918033,0.532786885245902,435,0.158620689655172,0.781609195402299,400,"f",FALSE,"2012-12-13",1
"uFAUMYTL","m5Pr7qWvKC","mcDy5ka0c7","uZ32YXA23","新浪微博","0","表叔的一块表顶俺不吃不喝几年的工资啊！！","","2012-12-27 12:43:42","2012-12-27 14:28:25.218892","True",52,20,"2012-12-27 14:28:25",0.0727199074074074,1,"2012-12-27","表叔的一块表顶俺不吃不喝几年的工资啊！！",1000,1,0.0721649484536082,0.762886597938144,97,0.132075471698113,0.849056603773585,53,0.130434782608696,0.579710144927536,69,0.130434782608696,0.579710144927536,69,320,0.0875,0.559375,69,0.130434782608696,0.579710144927536,400,"m",FALSE,"2012-12-27",1
"uGL4T12EC","m6Ega5CR2K","","","新浪微博","1","香港举行反贪大游行，民众高喊“反贪污，抓特首”！","","2012-02-27 19:10:40","","",9,24,"",NA,0,"2012-02-27","香港举行反贪大游行，民众高喊“反贪污，抓特首”！",2016,1.5625,0,1,3,0,1,2,0,1,1,0,1,1,30,0,1,54,0,1,44,"m",FALSE,"2012-02-27",0
"uHJXF1CT2","mSFVNAtpmB","mF8JR2YTeA","","新浪微博","0","港《信报》消息：今天派驻英国记者到瓜瓜读书的英哈罗公学查询，校方答复，我校从不提供全额奖学金。","","2012-03-11 14:56:54","2012-03-12 23:22:56.198236","True",10,47,"2012-03-12 23:22:56",1.35141203703704,1,"2012-03-11","港《信报》消息：今天派驻英国记者到瓜瓜读书的英哈罗公学查询，校方答复，我校从不提供全额奖学金。",242,1,0.0450704225352113,0.952112676056338,355,0.0376344086021505,0.956989247311828,186,0.0138568129330254,0.960739030023095,433,0.0192307692307692,0.980769230769231,208,1727,0.0220034742327736,0.977417486971627,8331,0.0182451086304165,0.780218461169127,11,"m",TRUE,"2012-03-11",1
"uHJXMEQOV","m7nxqpHMm6","","","微发现客户端","1","【上海电视台女主持过分暴露四处走光引投诉】因上海某电视台女主持做节目时屡屡俯身采访暴露过多，而引起网友广泛热议。据电视画面，这名女主持人在采访和做节目的时候，时常内衣隐现、身形毕露，受到了不少网友的指责和投诉。","","2012-02-21 21:09:02","","",8,105,"",NA,0,"2012-02-21","【上海电视台女主持过分暴露四处走光引投诉】因上海某电视台女主持做节目时屡屡俯身采访暴露过多，而引起网友广泛热议。据电视画面，这名女主持人在采访和做节目的时候，时常内衣隐现、身形毕露，受到了不少网友的指责和投诉。",4554,1.5625,0,1,191,0,1,102,0,1,280,0,1,110,1107,0,1,3703,0,0.872535781798542,33,"m",TRUE,"2012-02-21",0
"uHJXP3VLY","m80RRDgOBt","","","Android客户端","1","憔悴的薄熙来。这张照片，是3月3日全国政协十一届五次会议开幕时薄熙来出席会议拍的，摄影者是中新社记者廖攀。跟过去各种谈笑风生的照片相比，薄显得分外憔悴、苍老。","","2012-03-03 23:29:27","","",9,79,"",NA,0,"2012-03-03","憔悴的薄熙来。这张照片，是3月3日全国政协十一届五次会议开幕时薄熙来出席会议拍的，摄影者是中新社记者廖攀。跟过去各种谈笑风生的照片相比，薄显得分外憔悴、苍老。",4236,1.5625,0,1,51,0,1,22,0,1,68,0,1,34,301,0,1,1891,0,1,32,"m",FALSE,"2012-03-03",0
"uHJXPROWR","mcXmlEna4M","","","新浪微博","0","北京发大水淹死人，没有一个人出来慰问星点半点，出来的第一手就是让老百姓捐款。你的朝鲜姑父来了，又是慰问水灾，又准备借给他十亿美元，妈妈的，朝鲜是恁亲爹还是恁亲爷啊！？败家玩意！","","2012-08-18 13:26:31","","",33,88,"",NA,0,"2012-08-18","北京发大水淹死人，没有一个人出来慰问星点半点，出来的第一手就是让老百姓捐款。你的朝鲜姑父来了，又是慰问水灾，又准备借给他十亿美元，妈妈的，朝鲜是恁亲爹还是恁亲爷啊！？败家玩意！",2933,1.5625,0,1,9,0,1,7,0,0.916666666666667,12,0,0.916666666666667,12,119,0,1,12,0,0.916666666666667,11,"m",TRUE,"2012-08-18",0
"uHJXSWBMD","mNTryG3JOB","","","西团网","0","记者采访了某市民：＂你觉得神舟九号的发射成功说明了什么？＂市民：＂说明了我国解决教育问题、住房问题、医疗问题、食品安全问题比登天还难！＂","","2012-06-22 12:59:10","","",25,68,"",NA,0,"2012-06-22","记者采访了某市民：＂你觉得神舟九号的发射成功说明了什么？＂市民：＂说明了我国解决教育问题、住房问题、医疗问题、食品安全问题比登天还难！＂",1098,1.5625,0,1,29,0,1,29,0,1,3,0,1,2,95,0,1,151,0,1,45,"m",TRUE,"2012-06-22",0
"uHJXTSSXP","mQFiMKLHby","m3eUEXBbmu","uVEQCC0PE","iPad客户端","0","反腐重要，但只有建立在法治和新闻自由基础上的反腐才会有长久的成效。反腐不是目的，用宪政限制公权力和保障公民权利才是。","","2012-11-25 23:32:15","","",47,58,"",NA,0,"2012-11-25","反腐重要，但只有建立在法治和新闻自由基础上的反腐才会有长久的成效。反腐不是目的，用宪政限制公权力和保障公民权利才是。",3086,1.5625,0,0.972067039106145,179,0,1,77,0,0.635071090047393,211,0,0.486238532110092,109,5148,0.000582750582750583,0.913558663558664,961,0,0.912591050988554,100,"m",TRUE,"2012-11-25",0
"uHQYMECP5","mzH6UIWegP","","","Weico.iPhone","1","无论多么帅的锅都驾驭不了主席的发型。。。","","2012-12-14 12:00:51","","",50,20,"",NA,0,"2012-12-14","无论多么帅的锅都驾驭不了主席的发型。。。",4754,0.078125,0,1,506,0,1,218,0,1,471,0,1,201,11178,0,0.98327071032385,803,0,1,11,"f",FALSE,"2012-12-14",0
"uHRVF3NBM","mLLWzIye0k","mzHPMFvfnx","uS5WHBQ5F","iPhone客户端","0","请求大家一起转发。呼吁人大代表们亮出自己的良知，让这个不作为的最高人民法院知道无辜的人是不能杀的，冤案是必须纠正的，死扛不纠是要受到惩罚的。转发微博","","2012-03-06 21:54:11","2012-03-08 21:21:49.234841","True",10,74,"2012-03-08 21:21:49",1.97752314814815,1,"2012-03-06","请求大家一起转发。呼吁人大代表们亮出自己的良知，让这个不作为的最高人民法院知道无辜的人是不能杀的，冤案是必须纠正的，死扛不纠是要受到惩罚的。转发微博",1180,1,0,1,214,0,1,114,0,1,349,0,1,119,2136,0,1,7407,0.000135007425408397,0.972323477791278,65,"m",TRUE,"2012-03-06",1
"uHRVJR5KY","mrAXAVAKxG","mZm9whi9ip","uNEGOQE1W","新浪微博","0","何删删威武霸气不解释。何观察威武","","2012-12-27 14:15:10","","",52,16,"",NA,0,"2012-12-27","何删删威武霸气不解释。何观察威武",2497,1.5625,0.0316742081447964,0.911010558069382,663,0.0326797385620915,0.950980392156863,306,0.0384615384615385,0.934065934065934,182,0.0384615384615385,0.934065934065934,182,2448,0.0187908496732026,0.934232026143791,182,0.0384615384615385,0.934065934065934,41,"m",FALSE,"2012-12-27",0
"uHRVJR5KY","mf6nkbl1Nk","m2XUdDRFcF","uW0EYLCST","新浪微博","0","赶走薄王好戴表。何局今天真是坐立难安心忐忑啊！心中有鬼才会运用势力删帖！转一个删发一个删，再删就干他娘北方爆粗口","","2012-12-26 17:09:12","2012-12-26 19:19:51.968861","True",52,56,"2012-12-26 19:19:51",0.0907291666666667,1,"2012-12-26","赶走薄王好戴表。何局今天真是坐立难安心忐忑啊！心中有鬼才会运用势力删帖！转一个删发一个删，再删就干他娘北方爆粗口",1259,1,0.0261136712749616,0.923195084485407,651,0.0181818181818182,0.945454545454545,220,0.0612244897959184,0.877551020408163,245,0.0612244897959184,0.877551020408163,245,2334,0.0171379605826907,0.93573264781491,245,0.0612244897959184,0.877551020408163,41,"m",FALSE,"2012-12-26",1
"uI433I1IN","m2Xebr715E","mcDy5ka0c7","uZ32YXA23","360安全浏览器","0","表叔的一块表顶俺不吃不喝几年的工资啊！！","","2012-12-27 12:47:31","","",52,20,"",NA,0,"2012-12-27","表叔的一块表顶俺不吃不喝几年的工资啊！！",1000,0.78125,0.0948275862068965,0.827586206896552,232,0.0540540540540541,0.878378378378378,148,NA,NA,0,NA,NA,0,473,0.114164904862579,0.646934460887949,0,NA,NA,50,"m",FALSE,"2012-12-27",0
"uI43MGA3W","m1fqduuvA","m1fqHbjQB","","享拍微博通","0","越来越有出息了，已经发展到和残疾人士打架了⋯⋯","","2012-07-18 22:53:56","","",29,23,"",NA,0,"2012-07-18","越来越有出息了，已经发展到和残疾人士打架了⋯⋯",1278,1.5625,0.0158730158730159,0.746031746031746,63,0.032258064516129,0.67741935483871,31,0,1,75,0,1,54,1272,0.0180817610062893,0.699685534591195,84,0,1,400,"m",TRUE,"2012-07-18",0
"uI43OO3N5","m2rLLld4XC","mjBCGTaxqT","uVGJJ1DB0","iPhone客户端","0","代表们，和你们说实话。这条如果通过了，你们自己麻烦大。异地监视居住实质是双规合法化和扩大化。双规仅针对党员，异地监视居住针对国民。表面上只针对本地无居所的人，实际上朝阳区公安可以将我关进黑牢，因为我居所在海淀！","","2012-03-08 18:37:40","","",10,105,"",NA,0,"2012-03-08","代表们，和你们说实话。这条如果通过了，你们自己麻烦大。异地监视居住实质是双规合法化和扩大化。双规仅针对党员，异地监视居住针对国民。表面上只针对本地无居所的人，实际上朝阳区公安可以将我关进黑牢，因为我居所在海淀！",2446,1.5625,0,1,249,0,1,120,0,1,50,0,1,48,2382,0,1,1697,0,0.98939304655274,61,"m",TRUE,"2012-03-08",0
"uI43QGG5U","mxOISOeYPf","mCVVz00zDf","uRLOZDGHN","新浪微博","0","恭喜广东，终于率先跟美国接轨了。大海应该当美国总统啊，当个副总理真他妈屈才了","","2012-12-28 16:53:19","","",52,38,"",NA,0,"2012-12-28","恭喜广东，终于率先跟美国接轨了。大海应该当美国总统啊，当个副总理真他妈屈才了",4185,1.5625,0.0949720670391061,0.614525139664804,179,0.188405797101449,0.565217391304348,69,0.135135135135135,0.702702702702703,74,0.135135135135135,0.702702702702703,74,184,0.0923913043478261,0.625,74,0.135135135135135,0.702702702702703,11,"f",FALSE,"2012-12-28",0
"uII5JJ5WR","mqJRCWSZWI","","","新浪微博","1","中国泰坦尼克号3D被剪，卡梅隆听到的原因是...没想到总菊的官方理由真好意思往外说啊。。","","2012-04-14 11:35:03","","True",15,44,"",NA,1,"2012-04-14","中国泰坦尼克号3D被剪，卡梅隆听到的原因是...没想到总菊的官方理由真好意思往外说啊。。",1516,1,0,1,52,0,1,26,0,0.925373134328358,67,0,0.8125,16,839,0,0.966626936829559,4076,0,0.998773307163886,32,"m",FALSE,"2012-04-14",1
"uJ2OAT2VV","mhRGhd6Ilb","","","新浪微博","1","新浪、腾讯微博，包括昨天关闭一些社区站的原因出来了，请大家相互转发通告示！见图！","","2012-03-31 07:53:18","","True",13,40,"",NA,1,"2012-03-31","新浪、腾讯微博，包括昨天关闭一些社区站的原因出来了，请大家相互转发通告示！见图！",4738,1,0,1,89,0,1,72,0,1,58,0,1,16,188,0,1,704,0,0.805397727272727,11,"m",FALSE,"2012-03-31",1
"uJ2OUHPKT","mr3UIcGyMf","mhRE26KQ7S","uATZFNZDY","微博搜索","0","纵深思考王立军事件的后续效应。瞧这眼神王立军可能并未想通过美国庇护离开中国。最大可能是想脱离重庆控制同时保证自身安全，最后到达北京再向最高层面陈红都秘闻。美方给予了协助，令北京有时间协调安排，顺利抵京。这是一招险棋，王毕竟是经验丰富老刑警","","2012-02-09 17:13:26","2012-02-11 05:28:28.259790","True",6,119,"2012-02-11 05:28:28",1.51043981481481,1,"2012-02-09","纵深思考王立军事件的后续效应。瞧这眼神王立军可能并未想通过美国庇护离开中国。最大可能是想脱离重庆控制同时保证自身安全，最后到达北京再向最高层面陈红都秘闻。美方给予了协助，令北京有时间协调安排，顺利抵京。这是一招险棋，王毕竟是经验丰富老刑警",635,1,0,0.986301369863014,73,0,0.978260869565217,46,0.0185185185185185,0.944444444444444,54,0.0333333333333333,0.9,30,186,0,0.994623655913978,1712,0.0058411214953271,0.581775700934579,11,"m",TRUE,"2012-02-09",1
