original_short,redirected,valid_url,domain,subdomain,suffix
https://t.co/w3e1154oli,https://twitter.com/usopen/status/1167893005447000064/video/1,Yes,twitter,,com
https://t.co/zhMdJAnByl,https://twitter.com/theSNP/status/1137027582879326208/photo/1,Yes,twitter,,com
https://t.co/y40dCG2A4x,https://twitter.com/NicolaSturgeon/status/1191309612521267200/photo/1,Yes,twitter,,com
https://t.co/zBM7wc,Not a valid url,No,Domain missing,Subdomain missing,Suffix missing
https://t.co/qY5opxXLlc,https://twitter.com/borisjohnson/status/1131857415538925569,Yes,twitter,,com
https://t.co/0iBTB1GkYr,https://twitter.com/stevepeers/status/1186373518184898560,Yes,twitter,,com
https://t.co/EA3VgqjLfs,https://twitter.com/mhairihunter/status/1180578894673367043,Yes,twitter,,com
https://t.co/STIqbl7WJW,https://twitter.com/NicolaSturgeon/status/1198543522015666176/photo/1,Yes,twitter,,com
https://t.co/9vHjdBnSlo,https://twitter.com/NicolaSturgeon/status/1144229625457008640/photo/1,Yes,twitter,,com
https://t.co/SXJGZztDeu,https://twitter.com/Bekah_blue/status/1105856699871780864/photo/1,Yes,twitter,,com
https://t.co/sHTdwafCYV,https://twitter.com/hibsincommunity/status/1177224736436379650,Yes,twitter,,com
https://t.co/eCGzt9NtN7,https://www.bbc.co.uk/news/uk-scotland-49787179?ns_mchannel=social&ns_source=twitter&ns_linkname=scotland&ns_campaign=bbc_scotland_news,Yes,bbc,www,co.uk
https://t.co/S1lgDsyPKV,https://twitter.com/rosscolquhoun/status/1205811809778905088/photo/1,Yes,twitter,,com
https://t.co/NJXXeUhNm4,https://twitter.com/grayinglasgow/status/1105564776384606209,Yes,twitter,,com
https://t.co/ad8SZvFrYu,https://twitter.com/martina/status/1172980905847246848,Yes,twitter,,com
https://t.co/M29Hhpe4lG,https://twitter.com/scotlandteam/status/1091729799368900608,Yes,twitter,,com
https://t.co/KWY7QtmEsS,https://twitter.com/britlgbtawards/status/1146742980272893956,Yes,twitter,,com
https://t.co/pieZ4mpbnQ,https://twitter.com/peston/status/1113126673887703040,Yes,twitter,,com
https://t.co/x2jugC6LIx,https://twitter.com/adamprice/status/1155732319271043072,Yes,twitter,,com
https://t.co/XCIaWQ6Av1,https://twitter.com/mcrpathways/status/1135558864718487553,Yes,twitter,,com
https://t.co/hzg9TcyIbl,https://www.theguardian.com/politics/2019/sep/17/eu-citizens-feel-safer-in-scotland-than-in-england-report-says?CMP=twt_gu&utm_medium=&utm_source=Twitter#Echobox=1568701324,Yes,theguardian,www,com
https://t.co/D43DLi,Not a valid url,No,Domain missing,Subdomain missing,Suffix missing
https://t.co/SvrkHnIHGW,https://twitter.com/ysinational/status/1154815958000779265,Yes,twitter,,com
https://t.co/YzdTkWGNTG,https://twitter.com/theSNP/status/1205347733093175296/video/1,Yes,twitter,,com
https://t.co/nwVsNGvEnw,https://twitter.com/scotlandteam/status/1165264335922442240,Yes,twitter,,com
https://t.co/vEHF,Not a valid url,No,Domain missing,Subdomain missing,Suffix missing
https://t.co/87pxLmmTZf,https://twitter.com/NicolaSturgeon/status/1142474652629065729/photo/1,Yes,twitter,,com
https://t.co/0F5KDVgmir,https://twitter.com/mhairihunter/status/1162278082612359169,Yes,twitter,,com
https://t.co/SsD4o3Z9SR,https://twitter.com/scotlandnt/status/1141425304323481601,Yes,twitter,,com
https://t.co/iQ4LaG0usC,https://twitter.com/NicolaSturgeon/status/1195694667008004096/photo/1,Yes,twitter,,com
https://t.co/WySVMTfjO1,https://twitter.com/severincarrell/status/1126107460618661888,Yes,twitter,,com
https://t.co/Lm59OBxN4q,https://twitter.com/toadmeister/status/1096383949281083392,Yes,twitter,,com
https://t.co/h4asLaOxBH,https://twitter.com/mhairihunter/status/1180581024343810050,Yes,twitter,,com
https://t.co/8pzDEdwrhx,https://twitter.com/NicolaSturgeon/status/1122592677625774080/photo/1,Yes,twitter,,com
https://t.co/sYjO0AU,Not a valid url,No,Domain missing,Subdomain missing,Suffix missing
https://t.co/FjeFvQ7,Not a valid url,No,Domain missing,Subdomain missing,Suffix missing
https://t.co/kf70CSw8hJ,https://twitter.com/mmgeissler/status/1230178288666107905,Yes,twitter,,com
https://t.co/lYaILNQN4k,Not a valid url,No,Domain missing,Subdomain missing,Suffix missing
https://t.co/Ajpll3vduN,https://twitter.com/edbookfest/status/1162624080228573184,Yes,twitter,,com
https://t.co/j9DQIjvskm,https://twitter.com/culturekhan/status/1176572944757284864/photo/1,Yes,twitter,,com
https://t.co/wg9PBSzDH3,https://twitter.com/NicolaSturgeon/status/1142452396125282306/photo/1,Yes,twitter,,com
https://t.co/AaQ449avvh,https://www.snp.org/nicola-sturgeons-statement-on-scotlands-future/,Yes,snp,www,org
https://t.co/zQXtWz2MWK,https://twitter.com/sabir_zazai/status/1208442336793038848,Yes,twitter,,com
https://t.co/UMlieMEBYV,https://www.heraldscotland.com/news/17577451.fidelma-cook-why-notre-dame-will-live-again-after-devastating-fire/,Yes,heraldscotland,www,com
https://t.co/VbXUitWuSZ,https://twitter.com/bbccatrionar/status/1125396154512965632,Yes,twitter,,com
https://t.co/u0AL0ayPrO,https://www.heraldscotland.com/news/17988980.fidelma-cook-every-tory-taunt-westminster-support-independence-grows/?ref=twtrec,Yes,heraldscotland,www,com
https://t.co/ZzXX4jDI4H,https://twitter.com/scotlandteam/status/1106962964509351942,Yes,twitter,,com
https://t.co/C2JhrzIoVy,https://twitter.com/NicolaSturgeon/status/1223751255526387712/photo/1,Yes,twitter,,com
https://t.co/CWIJZqKtA6,https://twitter.com/heartscotnews/status/1155845171478761475,Yes,twitter,,com
https://t.co/3M5C4TUnDJ,https://twitter.com/bbcbreaking/status/1193866247332646913,Yes,twitter,,com
https://t.co/9kWezvoLKt,https://petition.parliament.uk/petitions/241584,Yes,parliament,petition,uk
https://t.co/0fi6tHmxDg,https://twitter.com/sunscotnational/status/1114605646383652864,Yes,twitter,,com
https://t.co/HRWZZkxP4O,https://twitter.com/thesnp/status/1205476505465307136,Yes,twitter,,com
https://t.co/MR0qhBBOcA,https://twitter.com/NicolaSturgeon/status/1209766190433865729/photo/1,Yes,twitter,,com
https://t.co/Ho6RTiS9dg,https://twitter.com/johnmcdonnellmp/status/1124210656146862080,Yes,twitter,,com
https://t.co/nxH5gImeN7,https://twitter.com/fifawwc/status/1136211475893293057,Yes,twitter,,com
https://t.co/McrHuIToHk,https://twitter.com/stvweather/status/1098997096462671872,Yes,twitter,,com
https://t.co/RaYh24xm7A,https://twitter.com/alexwickham/status/1122155104709296128,Yes,twitter,,com
https://t.co/fmLZwBKN4g,https://www.sundaypost.com/fp/men-might-be-more-likely-to-have-a-heart-attack-but-women-are-twice-as-likely-to-die-that-cant-continue/,Yes,sundaypost,www,com
https://t.co/LJ2yfRy1vc,https://twitter.com/NicolaSturgeon/status/1102984527553671169/photo/1,Yes,twitter,,com
https://t.co/qxAJU6lNqr,https://twitter.com/thesnp/status/1112757654886207488,Yes,twitter,,com
https://t.co/8WOfC7gSa1,https://www.glasgowtimes.co.uk/news/18159464.new-glasgow-service-support-care-experienced-students-college/,Yes,glasgowtimes,www,co.uk
https://t.co/vU7mVFkTrH,https://twitter.com/broon313/status/1120087693487161344,Yes,twitter,,com
https://t.co/EEhbydaAsr,https://www.youtube.com/watch?v=HSsDmAs9AuU&feature=youtu.be,Yes,youtube,www,com
https://t.co/twDNEcWKdZ,https://twitter.com/judymurray/status/1172983979663929344,Yes,twitter,,com
https://t.co/vf9FIm2mky,https://twitter.com/NicolaSturgeon/status/1160204673254645761/photo/1,Yes,twitter,,com
https://t.co/TsJIgTqLPL,https://twitter.com/scotgovfm/status/1135567280065122304,Yes,twitter,,com
https://t.co/fWtldg10u5,https://twitter.com/edinreporter/status/1116481992995033088,Yes,twitter,,com
https://t.co/7lzF2KYqEE,https://twitter.com/theSNP/status/1205326039313977344/video/1,Yes,twitter,,com
https://t.co/vMRGv2MNTT,Not a valid url,No,Domain missing,Subdomain missing,Suffix missing
https://t.co/4DmWu0lg6M,https://twitter.com/JALowden/status/1190673028344094720/photo/1,Yes,twitter,,com
https://t.co/PmN6eQbal8,https://twitter.com/ysinational/status/1180067040629014529,Yes,twitter,,com
https://t.co/096nWLwH3U,https://www.snp.org/record/,Yes,snp,www,org
https://t.co/fKFhpd5Eeb,Not a valid url,No,Domain missing,Subdomain missing,Suffix missing
https://t.co/YuGHzgnqZ5,https://twitter.com/kirstys_hughes/status/1148692407447379970,Yes,twitter,,com
https://t.co/yv6KmQEpQt,https://twitter.com/iandunt/status/1111619962358190080,Yes,twitter,,com
https://t.co/NeH4R4V6k8,https://twitter.com/NicolaSturgeon/status/1204101403632906240/photo/1,Yes,twitter,,com
https://t.co/48BhNISyRG,https://twitter.com/scotlandnt/status/1115636725773217793,Yes,twitter,,com
https://t.co/zF68pGq3kG,https://twitter.com/NicolaSturgeon/status/1103564620407672832/photo/1,Yes,twitter,,com
https://t.co/8KQVOuhz1g,https://www.snp.org/all-you-need-to-know-about-voting-by-post/,Yes,snp,www,org
https://t.co/1kaR8xCwdL,https://twitter.com/bbclaurak/status/1100370705366114310,Yes,twitter,,com
https://t.co/wiI1Tk0AWl,https://www.theguardian.com/commentisfree/2019/mar/28/spartans-jacob-rees-mogg-steve-baker-brexit,Yes,theguardian,www,com
https://t.co/DhMxHFWcDa,https://twitter.com/paulwaugh/status/1128687117801086976,Yes,twitter,,com
https://t.co/Fxz2nobeTw,https://twitter.com/heartscotnews/status/1131200889409155072,Yes,twitter,,com
https://t.co/BqX5lUX4zO,https://twitter.com/bbclaurak/status/1108277394215825408,Yes,twitter,,com
https://t.co/nbBxfMvXfd,https://twitter.com/theSNP/status/1205324367825133570/video/1,Yes,twitter,,com
https://t.co/SKKPK1pUFk,https://twitter.com/NicolaSturgeon/status/1148869391276228608/photo/1,Yes,twitter,,com
https://t.co/ft2COqU1kA,https://twitter.com/britainelects/status/1127250315257044993,Yes,twitter,,com
https://t.co/6lpU1SW2Ly,https://www.theguardian.com/commentisfree/2019/oct/10/reading-booker-prize-judge,Yes,theguardian,www,com
https://t.co/lE4A41Ltes,https://twitter.com/scotlandnt/status/1167534852490649600,Yes,twitter,,com
https://t.co/e9UnZDVaws,https://twitter.com/juliahb1/status/1143893495956037632,Yes,twitter,,com
https://t.co/fxj7uUd54b,https://twitter.com/mariwriter/status/1146393118637547520,Yes,twitter,,com
https://t.co/BdfbWq9zdo,https://twitter.com/atptour/status/1142521516363571201,Yes,twitter,,com
https://t.co/qwUJgpIfBn,https://twitter.com/bbcscotlandnews/status/1178700812513677313,Yes,twitter,,com
https://t.co/AWtmG7qHsP,https://twitter.com/mattchorley/status/1172936192536522752,Yes,twitter,,com
https://t.co/ndMHF9nhBK,https://twitter.com/NicolaSturgeon/status/1157655789408071680/photo/1,Yes,twitter,,com
https://t.co/QP56j5bZVx,https://twitter.com/jamiekinlochan/status/1131897176920080384,Yes,twitter,,com
https://t.,Not a valid url,No,Domain missing,Subdomain missing,Suffix missing
https://t.co/W7AAlYjI28,https://twitter.com/NicolaSturgeon/status/1098927986210938881/photo/1,Yes,twitter,,com
https://t.co/bvrTl5Gs8E,https://www.nytimes.com/interactive/2020/01/08/books/new-books-international.html?smid=tw-nytbooks&smtyp=cur,Yes,nytimes,www,com
https://t.co/wCXMLbJTFm,https://twitter.com/pollokshieldsps/status/1190252640111857664,Yes,twitter,,com
https://t.co/IS20gnJZCb,https://twitter.com/KathViner/status/1158823687971397632/photo/1,Yes,twitter,,com
https://t.co/vsSCbi1dXy,https://twitter.com/savealifescot/status/1144985050380939264,Yes,twitter,,com
https://t.co/Ed9NTsQ5oz,https://twitter.com/YSINational/status/1179833739528024064/photo/1,Yes,twitter,,com
https://t.co/M4XVwtwMRy,https://thoughteconomics.com/elif-shafak/,Yes,thoughteconomics,,com
https://t.co/LtqGFfdVHg,https://twitter.com/johnswinney/status/1162652049139556354,Yes,twitter,,com
https://t.co/53Sos7gLSg,https://www.theguardian.com/world/2019/jun/02/elif-shafak-turkish-novelist-calls-for-support-writers-face-crackdown?utm_source=dlvr.it&utm_medium=twitter,Yes,theguardian,www,com
https://t.co/PtuM33CO1j,https://www.snp.org/record/,Yes,snp,www,org
https://t.co/uNrR9WjeDa,https://twitter.com/jameserothwell/status/1108732346730270720,Yes,twitter,,com
https://t.co/FTLD670HBH,https://twitter.com/jacob_rees_mogg/status/1114086264024727554,Yes,twitter,,com
https://t.co/TuTeNeIDCS,https://www.bbc.co.uk/news/uk-scotland-edinburgh-east-fife-50389111,Yes,bbc,www,co.uk
https://t.co/HNlcZCPMip,https://twitter.com/jeremy_hunt/status/1140293218485121024,Yes,twitter,,com
https://t.co/0M23qqZKFx,https://twitter.com/thetimes/status/1203922486968147969,Yes,twitter,,com
https://t.co/WxeuOHJ8mB,https://twitter.com/guardianopinion/status/1213897086485196800,Yes,twitter,,com
https://t.co/N14UIHxuD5,https://twitter.com/NicolaSturgeon/status/1161669208293482501/photo/1,Yes,twitter,,com
https://t.co/Ae0dnAxjWV,https://twitter.com/kateforbesmsp/status/1226208375769370625,Yes,twitter,,com
https://t.co/N5K0BqdclI,https://twitter.com/YesScot/status/1207308468409032705,Yes,twitter,,com
https://t.co/2DiFOP8Azt,https://twitter.com/robpowellnews/status/1198531742728118273,Yes,twitter,,com
https://t.co/TgYMVgYOVf,https://www.snp.org/join/,Yes,snp,www,org
https://t.co/IGn78oZHnq,https://twitter.com/NicolaSturgeon/status/1177463424684453888/video/1,Yes,twitter,,com
https://t.co/8q5gdIluc2,https://twitter.com/lordprovostgcc/status/1144942357210632192,Yes,twitter,,com
https://t.co/iyqp4y0vMD,https://twitter.com/NicolaSturgeon/status/1114579031352074241/photo/1,Yes,twitter,,com
https://t.co/8A0f0v7r6Q,https://twitter.com/NicolaSturgeon/status/1205227955015823381/photo/1,Yes,twitter,,com
https://t.co/Cd3Emwmysn,https://twitter.com/jessicaelgot/status/1148908441211154433,Yes,twitter,,com
https://t.co/68kSn1Gg4K,https://twitter.com/scotlandteam/status/1178645929873809409,Yes,twitter,,com
https://t.co/2hvIzx5P2K,https://twitter.com/NicolaSturgeon/status/1183333454076882944/photo/1,Yes,twitter,,com
https://t.co/iVPARCeld8,https://twitter.com/scotlandteam/status/1174952624413560832,Yes,twitter,,com
https://t.co/09xq1MJLAh,https://twitter.com/nickboles/status/1154093304327356416,Yes,twitter,,com
https://t.co/XiROa5N9tA,Not a valid url,No,Domain missing,Subdomain missing,Suffix missing
https://t.co/guzgZfFokY,https://twitter.com/scotlandnt/status/1137779719389229057,Yes,twitter,,com
https://t.co/iasNFRFTLr,https://twitter.com/edinburghpaper/status/1146806128610873345,Yes,twitter,,com
https://t.co/ysE916FdYD,https://twitter.com/scotlandnt/status/1102598057772883968,Yes,twitter,,com
https://t.co/WrNdgpJUXp,https://twitter.com/NicolaSturgeon/status/1125759840238882817/photo/1,Yes,twitter,,com
https://t.co/AMwmEzqQ0W,https://www.stornowaygazette.co.uk/whats-on/entertainment/treat-for-folk-fans-as-bbc-radio-nan-gaidheal-is-to-broadcast-live-concert-from-ireland-1-5014967,Yes,stornowaygazette,www,co.uk
https://t.co/zWtjxFh3sZ,Not a valid url,No,Domain missing,Subdomain missing,Suffix missing
https://t.co/f4,Not a valid url,No,Domain missing,Subdomain missing,Suffix missing
https://t.co/XpZGrFBfhg,https://petition.parliament.uk/petitions/241584,Yes,parliament,petition,uk
https://t.co/waaPLLzpdg,https://twitter.com/NicolaSturgeon/status/1109013999281192962/photo/1,Yes,twitter,,com
https://t.co/Boz1jVvGbv,Not a valid url,No,Domain missing,Subdomain missing,Suffix missing
https://t.co/KcdBuY3ttH,https://www.bbc.com/news/uk-politics-47406529,Yes,bbc,www,com
https://t.co/UcJ1yLmdjS,https://www.glasgowtimes.co.uk/news/18009367.former-labour-msp-switches-join-snp/,Yes,glasgowtimes,www,co.uk
https://t.co/oTARnlcPtq,https://twitter.com/rosscolquhoun/status/1131549753261600768,Yes,twitter,,com
https://t.co/czcOnVFHtP,https://twitter.com/eucopresident/status/1106115929539334144,Yes,twitter,,com
https://t.co/1CMUdt1VRE,https://twitter.com/oxfordunion/status/1194304012734087175,Yes,twitter,,com
https://t.co/NgZh7BPc5m,https://twitter.com/bbcscotland/status/1179054110018023424,Yes,twitter,,com
https://t.co/VSzSjYtt2e,https://twitter.com/BBCScotlandNews/status/1103576792454086656/photo/1,Yes,twitter,,com
https://t.co/pGlmB7R42v,https://foreignpolicy.com/2019/02/19/scotlands-marriage-inconvenience-brexit-independence-nicola-sturgeon/,Yes,foreignpolicy,,com
https://t.co/Cy65PEhIba,https://twitter.com/scotlandnt/status/1141239766710726657,Yes,twitter,,com
https://t.co/yKdZBofP6R,https://twitter.com/NicolaSturgeon/status/1198368530980319232/photo/1,Yes,twitter,,com
https://t.co/UJ5PMkoTGq,https://twitter.com/citizenstheatre/status/1204867720120094722,Yes,twitter,,com
https://t.co/8tvJBmEnj3,https://twitter.com/NicolaSturgeon/status/1200387707886809088/photo/1,Yes,twitter,,com
https://t.co/0vQLdreBfV,https://twitter.com/gjrcouncil/status/1224780296085757961,Yes,twitter,,com
https://t.co/qczS48OQa4,https://twitter.com/daily_record/status/1206899339316072448,Yes,twitter,,com
https://t.co/NOq8lB7Jqq,https://twitter.com/tprwills/status/1161564728445079554/photo/1,Yes,twitter,,com
https://t.co/rIjdYOnZzU,https://twitter.com/NicolaSturgeon/status/1196064860091666432/photo/1,Yes,twitter,,com
https://t.co/jcOvf9RiR9,https://twitter.com/nicolasturgeon/status/1172913229116452864,Yes,twitter,,com
https://t.co/WeEA8BOhf5,https://twitter.com/BBCScotlandNews/status/1130107773432340480/photo/1,Yes,twitter,,com
https://t.co/Zc1q3JPSWF,https://twitter.com/NicolaSturgeon/status/1208400253554180097/photo/1,Yes,twitter,,com
https://t.co/DLxtbUGhid,https://www.bbc.co.uk/news/uk-scotland-glasgow-west-50274334,Yes,bbc,www,co.uk
https://t.co/YAH7TRnKZp,Not a valid url,No,Domain missing,Subdomain missing,Suffix missing
https://t.co/MLFFXMfqou,https://twitter.com/holyroodliam/status/1115939068750237696,Yes,twitter,,com
https://t.co/OVh7K7kQlO,https://twitter.com/nickeardleybbc/status/1184940633275981824,Yes,twitter,,com
https://t.co/q1l2hRyeme,https://twitter.com/hendopolis/status/1155588702128803840,Yes,twitter,,com
https://t.co/Cl6CrGqScA,https://twitter.com/Glasgow_Times/status/1108719416680894464,Yes,twitter,,com
https://t.co/ia7vxhFBRc,https://twitter.com/AlynSmith/status/1222576270439067651/video/1,Yes,twitter,,com
https://t.co/TMxCxy4U8U,https://twitter.com/BBCScotlandNews/status/1205533590382993409/video/1,Yes,twitter,,com
https://t.co/n49uFqlpyL,https://twitter.com/scotlandnt/status/1130781626919739392,Yes,twitter,,com
https://t.co/Ue,Not a valid url,No,Domain missing,Subdomain missing,Suffix missing
https://t.co/w7uJEhS10o,https://twitter.com/theSNP/status/1205321459087921153/video/1,Yes,twitter,,com
https://t.co/JFpS2QWvgD,https://twitter.com/PeterMurrell/status/1205055417006641152/photo/1,Yes,twitter,,com
https://t.co/jxTNdopgPQ,https://twitter.com/mattchorley/status/1166720980225601536,Yes,twitter,,com
https://t.co/7o9R,Not a valid url,No,Domain missing,Subdomain missing,Suffix missing
https://t.co/N4Wtgo9Pt3,https://twitter.com/bbcone/status/1103943442244100096,Yes,twitter,,com
https://t.co/vm2cC3G2iO,https://twitter.com/theSNP/status/1204417026757808135,Yes,twitter,,com
https://t.co/UXScVGuJvw,https://twitter.com/ScotlandNT/status/1137645921137766401/video/1,Yes,twitter,,com
https://t.co/7G9T6Zwokc,https://twitter.com/NicolaSturgeon/status/1093978134502932480/photo/1,Yes,twitter,,com
https://t.co/Mtl7ezET6C,https://twitter.com/NicolaSturgeon/status/1194268268309168128/video/1,Yes,twitter,,com
https://t.co/Sm5VATSf4t,https://unison-scotland.org/unison-scotland-supports-the-call-for-a-second-independence-referendum/,Yes,unison-scotland,,org
https://t.co/LJUBLPjTlf,https://twitter.com/iandunt/status/1185516596049203200,Yes,twitter,,com
https://t.co/tySH44aL3D,Not a valid url,No,Domain missing,Subdomain missing,Suffix missing
https://t.co/9gyLlcUMnM,https://twitter.com/Ianblackford_MP/status/1131575587783544832,Yes,twitter,,com
https://t.co/TUgci764pi,https://twitter.com/nickeardleybbc/status/1103998118884978688,Yes,twitter,,com
https://t.co/5RuuA9Wqku,https://twitter.com/mrdandonoghue/status/1172786107362226176,Yes,twitter,,com
https://t.co/xGQAkeQlQn,https://twitter.com/NicolaSturgeon/status/1150030979446247424/photo/1,Yes,twitter,,com
https://t.co/NYZcGKcWpz,https://www.theguardian.com/books/2019/mar/23/ali-smith-spring-young-generation-brexit-future,Yes,theguardian,www,com
https://t.co/z2zXGRLT4r,https://twitter.com/Political_AlanS/status/1132781813141786629,Yes,twitter,,com
https://t.co/LNDewaDEGP,https://twitter.com/NicolaSturgeon/status/1133334965456920581/photo/1,Yes,twitter,,com
https://t.co/xj1JoOTkNU,https://twitter.com/ScottishGolf/status/1173316862429544448/photo/1,Yes,twitter,,com
https://t.co/VYSOLLdR21,https://twitter.com/soniasodha/status/1177513391344123904,Yes,twitter,,com
https://t.co/xuD8QvNS7D,https://twitter.com/theSNP/status/1205841963066503168/photo/1,Yes,twitter,,com
https://t.co/SMFuUZdm4G,https://twitter.com/NicolaSturgeon/status/1193846497735036928/photo/1,Yes,twitter,,com
https://t.co/Hs4XnNAJ6Q,https://twitter.com/ajenglish/status/1126970170377953283,Yes,twitter,,com
https://t.co/cG7zQX72mv,https://twitter.com/alisonthewliss/status/1184827266200690689,Yes,twitter,,com
https://t.co/pX1gEJ5dG9,https://twitter.com/NicolaSturgeon/status/1209556292710346754/photo/1,Yes,twitter,,com
https://t.co/6C0dxiiOE0,https://twitter.com/europeelects/status/1133047307337912320,Yes,twitter,,com
https://t.co/FDMYxLUYf1,https://www.thejournal.ie/,Yes,thejournal,www,ie
https://t.co/VFHhbGzv2F,https://www.theguardian.com/books/2019/mar/08/nabokovs-lolita-the-latest-thing-millennials-have-apparently-ruined,Yes,theguardian,www,com
https://t.co/nxxxmdXY0I,https://twitter.com/mhairihunter/status/1157652389924671488,Yes,twitter,,com
https://t.co/I0Q1ovu48R,https://twitter.com/sunnygovanemma/status/1123542850426286080,Yes,twitter,,com
https://t.co/8AHJT3tXdK,https://twitter.com/bbcpolitics/status/1200078518593499136,Yes,twitter,,com
https://t.co/S7RdmoMWwg,https://twitter.com/hinadirah/status/1158733669923770368,Yes,twitter,,com
https://t.co/sADXMIuXDY,https://twitter.com/scotlandnt/status/1103310931159859200,Yes,twitter,,com
https://t.co/cUR0PcAMoo,https://twitter.com/rachelcorsie14/status/1139479480379039744,Yes,twitter,,com
https://t.co/h5GrnbVO3h,Not a valid url,No,Domain missing,Subdomain missing,Suffix missing
https://t.co/gd,https://twitter.com/gdickinson,Yes,twitter,,com
https://t.co/jJUrghqzLG,https://twitter.com/nickeardleybbc/status/1189298879482740743,Yes,twitter,,com
https://t.co/mG5yb2ekbt,https://twitter.com/NicolaSturgeon/status/1202190006711934976/photo/1,Yes,twitter,,com
https://t.co/V81iddxbvv,https://twitter.com/NicolaSturgeon/status/1180598651124502528/photo/1,Yes,twitter,,com
https://t.co/61YwyDt9P1,https://twitter.com/jeremycorbyn/status/1192717632438505473,Yes,twitter,,com
https://t.co/evHAmAYUSo,https://twitter.com/NicolaSturgeon/status/1137749720217137157/photo/1,Yes,twitter,,com
https://t.co/RCVCe5uFNr,https://twitter.com/gordrobertson/status/1117796373141831683,Yes,twitter,,com
https://t.co/zGeAH7KGyw,https://twitter.com/nickeardleybbc/status/1101416640728780801,Yes,twitter,,com
https://t.co/MDrfspBDNB,https://twitter.com/_DanParis/status/1191306749199945728/photo/1,Yes,twitter,,com
https://t.co/cjlHpEOF7P,https://twitter.com/NicolaSturgeon/status/1190402725349134337/photo/1,Yes,twitter,,com
https://t.co/dKKF0VP4zR,https://twitter.com/shawlandsacad/status/1099099771724279808,Yes,twitter,,com
https://t.co/pL3jjOUFDq,https://twitter.com/garycushway/status/1142504726099111938,Yes,twitter,,com
https://t.co/rwxZQuhqxX,https://twitter.com/bbcbreaking/status/1115964886687854593,Yes,twitter,,com
https://t.co/BWlD8aSSel,Not a valid url,No,Domain missing,Subdomain missing,Suffix missing
https://t.co/wLWprEQiL1,https://twitter.com/jamesmelville/status/1223342327445499904,Yes,twitter,,com
https://t.co/6lFI1ej15c,https://twitter.com/ryan_mccuaig/status/1124214669785354240,Yes,twitter,,com
https://t.co/B,https://twitter.com/bhaggs,Yes,twitter,,com
https://t.co/1JK3hhNR5T,https://twitter.com/bbcbreaking/status/1119869781811843073,Yes,twitter,,com
https://t.co/HOwW5rP1tU,https://www.gov.uk/government/news/statement-from-the-four-uk-chief-medical-officers-on-novel-coronavirus,Yes,www,,gov.uk
https://t.co/rbWaDma7MP,https://www.thecourier.co.uk/fp/news/local/fife/1011712/former-lib-dem-fife-provost-switches-support-to-snp/,Yes,thecourier,www,co.uk
https://t.co/0LfRLNZSwE,https://twitter.com/NicolaSturgeon/status/1191408834411147269/photo/1,Yes,twitter,,com
https://t.co/YzIkdygfNC,https://twitter.com/rossalynwarren/status/1119141889326768129,Yes,twitter,,com
https://t.co/ROcXrRL38H,https://twitter.com/stvnews/status/1114504116431093761,Yes,twitter,,com
https://t.co/FCBKalG7hF,https://twitter.com/NicolaSturgeon/status/1197880442634096640/photo/1,Yes,twitter,,com
https://t.co/ZWkjyh1CCd,https://twitter.com/DarranMarshall/status/1223370214089396225/photo/1,Yes,twitter,,com
https://t.co/ty23XZMC5H,https://twitter.com/NicolaSturgeon/status/1198536113478078464,Yes,twitter,,com
https://t.co/1QX9E7ZzwL,https://twitter.com/matthancock/status/1189200633032777728,Yes,twitter,,com
https://t.co/68lFnEgiyr,https://twitter.com/bbclaurak/status/1166623197032275968,Yes,twitter,,com
https://t.co/hST,Not a valid url,No,Domain missing,Subdomain missing,Suffix missing
https://t.co/mJlDmoVmLk,https://twitter.com/theSNP/status/1205317613015973888/video/1,Yes,twitter,,com
https://t.co/VzcAB5I3PS,https://twitter.com/bbcnormans/status/1194941999289454592,Yes,twitter,,com
https://t.co/UwZpL3QAtS,https://twitter.com/jasongroves1/status/1128219438359171072,Yes,twitter,,com
https://t.co/jA09x7tYmO,https://twitter.com/NicolaSturgeon/status/1114093588328079360/photo/1,Yes,twitter,,com
https://t.co/YkqNGGjhvR,https://twitter.com/LETgolf/status/1173287426774581248/video/1,Yes,twitter,,com
https://t.co/EvIyzAB,Not a valid url,No,Domain missing,Subdomain missing,Suffix missing
https://t.co/H4GbR7hWDo,https://twitter.com/davidmundelldct/status/1153623820592439296,Yes,twitter,,com
https://t.co/qMyUcZmJQZ,https://vimeo.com/332395761?ref=tw-share,Yes,vimeo,,com
https://t.co/8doxDkC9hW,https://twitter.com/OutForIndy/status/1179093132891303936,Yes,twitter,,com
https://t.co/joglPYaDld,https://twitter.com/albertonardelli/status/1108846095558471680,Yes,twitter,,com
https://t.co/GIWd5hPB2h,https://twitter.com/keir_starmer/status/1105374833410560001,Yes,twitter,,com
https://t.co/10sf3exymf,https://twitter.com/paulbranditv/status/1168479627179900928,Yes,twitter,,com
https://t.co/DbrlM1BOD4,https://twitter.com/nevisensemble/status/1159863360013385728,Yes,twitter,,com
https://t.co/aOqqtNuewQ,https://twitter.com/olafdoesstuff/status/1204095140400443392,Yes,twitter,,com
https://t.co/4DCjUEKqIa,https://twitter.com/chrislawsnp/status/1094945995253866497,Yes,twitter,,com
https://t,Not a valid url,No,Domain missing,Subdomain missing,Suffix missing
https://t.co/cOjNFev4bL,https://twitter.com/torcuil/status/1096099257373855744,Yes,twitter,,com
